"subject","chain_id","linked_item","irt_discrimination","irt_difficulty"
"Maths","maths_chain2","g3__m252",1,1.4729451398321
"Maths","maths_chain2","g3__m253_nv2",1,2.20339171125974
"Maths","maths_chain2","g3__m254_nv",1,1.69092696103679
"Maths","maths_chain2","g3__m260",1,2.46192557764974
"Maths","maths_chain2","g3__m261",1,2.49407733905851
"Maths","maths_chain2","g3__m262_nv3",1,1.94173164074892
"Maths","maths_chain2","g3__m265_nv",1,2.51046230111694
"Maths","maths_chain2","g3__m266_nv3",1,2.28412205693592
"Maths","maths_chain2","g3__m267_nv3",1,1.81637723706779
"Maths","maths_chain2","g3__m268_nv3",1,2.61351054756956
"Maths","maths_chain2","g3__m270",1,3.09030914594306
"Maths","maths_chain2","g3__m271_nv",1,1.89880033095422
"Maths","maths_chain2","g3__m272_nv",1,1.98592562654829
"Maths","maths_chain2","g3__m273_nv3",1,1.98592562654829
"Maths","maths_chain2","g3__m274_nv3",1,2.51046230111694
"Maths","maths_chain2","g3__m275",1,2.70643506352233
"Maths","maths_chain2","g3__m276",1,1.60047545589649
"Maths","maths_chain2","g3__m277",1,2.13956212047955
"Maths","maths_chain2","g3__m278_nv3",1,1.7285098937989
"Maths","maths_chain2","g3__m280_nv3",1,1.55695679854887
"Maths","maths_chain2","g3_to_g4__m230_nv",1,0.932133800521789
"Maths","maths_chain2","g3_to_g4__m259",1,1.74762761310571
"Maths","maths_chain2","g3_to_g4__m279_nv3",1,0.611935284633735
"Maths","maths_chain2","g4__m2100_nv3",1,1.86737640075786
"Maths","maths_chain2","g4__m2102",1,2.22977334729031
"Maths","maths_chain2","g4__m2103_nv3",1,1.63608521650923
"Maths","maths_chain2","g4__m2104_nv",1,2.52706153671095
"Maths","maths_chain2","g4__m2105_nv3",1,2.37001590009438
"Maths","maths_chain2","g4__m230",1,1.432317908215
"Maths","maths_chain2","g4__m260",1,2.96384653792827
"Maths","maths_chain2","g4__m261",1,2.91687659442527
"Maths","maths_chain2","g4__m282_nv",1,1.71903389168133
"Maths","maths_chain2","g4__m283_nv",1,1.66328440222044
"Maths","maths_chain2","g4__m284_nv",1,1.96366483688971
"Maths","maths_chain2","g4__m285_nv3",1,2.35530793195387
"Maths","maths_chain2","g4__m289_nv3",1,2.39993613123682
"Maths","maths_chain2","g4__m290_nv",1,1.76697230315846
"Maths","maths_chain2","g4__m291",1,2.43055949751373
"Maths","maths_chain2","g4__m293_nv2",1,2.49407733905851
"Maths","maths_chain2","g4__m294_nv3",1,2.07851132773595
"Maths","maths_chain2","g4__m295_nv3",1,4.11386816862355
"Maths","maths_chain2","g4__m296_nv3",1,2.56092917248337
"Maths","maths_chain2","g4__m297",1,2.44614709671198
"Maths","maths_chain2","g4__m298_nv3",1,3.11735734684192
"Maths","maths_chain2","g4__m299",1,1.99718282945027
"Maths","maths_chain2","g4_to_g5__m2101",1,0.830374463581767
"Maths","maths_chain2","g4_to_g5__m2107",1,1.20445388687739
"Maths","maths_chain2","g4_to_g5__m2108",1,1.54837925137301
"Maths","maths_chain2","g4_to_g5__m286_nv",1,1.66328440222044
"Maths","maths_chain2","g5__m2104_nv",1,2.78623251829148
"Maths","maths_chain2","g5__m2110_nv",1,1.76697230315846
"Maths","maths_chain2","g5__m2111",1,2.24315765589177
"Maths","maths_chain2","g5__m2112_nv3",1,2.47790041984262
"Maths","maths_chain2","g5__m21148_nva2",1,2.64984281106433
"Maths","maths_chain2","g5__m21148_nvb2",1,3.32724503499252
"Maths","maths_chain2","g5__m2115_nv",1,2.15209598222947
"Maths","maths_chain2","g5__m2116_nv",1,2.28412205693592
"Maths","maths_chain2","g5__m2118",1,2.82820631906168
"Maths","maths_chain2","g5__m2119_nv3",1,4.43076739097189
"Maths","maths_chain2","g5__m2120_nv3",1,4.52776172041202
"Maths","maths_chain2","g5__m2121_nv",1,5.04534065152343
"Maths","maths_chain2","g5__m2123_nv",1,2.63154327319512
"Maths","maths_chain2","g5__m2124_nv",1,2.31214142905491
"Maths","maths_chain2","g5__m2125_nv3",1,2.59573602633137
"Maths","maths_chain2","g5__m2126_nv3",1,2.38489047489489
"Maths","maths_chain2","g5__m2128_nv3",1,2.35530793195387
"Maths","maths_chain2","g5__m2131_nv",1,1.71903389168133
"Maths","maths_chain2","g5__m2133_nv3",1,2.10261708850379
"Maths","maths_chain2","g5__m2134_nv3",1,2.05480491011344
"Maths","maths_chain2","g5__m2135",1,2.96384653792827
"Maths","maths_chain2","g5__m2136_nv3",1,3.06388430818912
"Maths","maths_chain2","g5__m2138",1,1.63608521650923
"Maths","maths_chain2","g5__m2139_nv",1,2.52706153671095
"Maths","maths_chain2","g5__m2140_nv",1,2.59573602633137
"Maths","maths_chain2","g5__m282_nv",1,1.48944395329031
"Maths","maths_chain2","g5__m296_nv",1,2.17750659533005
"Maths","maths_chain3","g6__m2107",1,-0.564712194706749
"Maths","maths_chain3","g6__m2139_nv",1,0.285492779858123
"Maths","maths_chain3","g6__m2140_nv",1,-0.332541402620729
"Maths","maths_chain3","g6__m259",1,0.648202857230806
"Maths","maths_chain3","g6__m286_nv",1,1.09759466826474
"Maths","maths_chain3","g6__m610y3_nv3",1,4.21825849403241
"Maths","maths_chain3","g6__m611y3_nv3",1,1.6731488710519
"Maths","maths_chain3","g6__m614y3_nv3",1,2.26981575005077
"Maths","maths_chain3","g6__m615y3_nv3",1,3.1467918476277
"Maths","maths_chain3","g6__m616y3_nv3",1,1.59115239554371
"Maths","maths_chain3","g6__m617y3_nv3",1,3.22755141675189
"Maths","maths_chain3","g6__m618y3_nv3",1,-0.598317101764012
"Maths","maths_chain3","g6__m61y3_nv3",1,-0.907679831174645
"Maths","maths_chain3","g6__m620y3_nv3",1,2.60158323950305
"Maths","maths_chain3","g6__m621y3_nv3",1,1.24339292749143
"Maths","maths_chain3","g6__m622y3_nv3",1,2.21885466304911
"Maths","maths_chain3","g6__m623y3_nv3",1,4.38214219663643
"Maths","maths_chain3","g6__m624y3_nv3",1,2.72444118905188
"Maths","maths_chain3","g6__m625y3_nv3",1,2.21885466304911
"Maths","maths_chain3","g6__m626y3_nv3",1,1.20651645272772
"Maths","maths_chain3","g6__m62y3_nv3",1,-1.05026926384241
"Maths","maths_chain3","g6__m63y3_nv3",1,0.990960731517416
"Maths","maths_chain3","g6__m64y3_nv3",1,2.72444118905188
"Maths","maths_chain3","g6__m67y3_nv3",1,0.817474582846331
"Maths","maths_chain3","g6__m68y3_nv3",1,2.37511596688971
"Maths","maths_chain3","g6__m69y3_nv3",1,2.85519355369133
