"id_student_panel","subject","grade","treated","school","cd_etab","chain_id","scale_linked","theta_linked"
"Y3P_4881","Arabic",3,0,"OULED SIDI ABDENNEBI","01738N","arabic_chain2",TRUE,0.503987316660177
"Y3P_4885","Arabic",3,0,"E DRISS BENZAKRI","25969B","arabic_chain2",TRUE,0.636591347617443
"Y3P_4887","Arabic",3,0,"E DRISS BENZAKRI","25969B","arabic_chain2",TRUE,0.503987316660174
"Y3P_4898","Arabic",3,1,"ECOLE SIDI ALI","08138V","arabic_chain2",TRUE,0.593429702456393
"Y3P_4915","Arabic",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,0.310548288627659
"Y3P_4922","Arabic",3,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","arabic_chain2",TRUE,0.360938579097191
"Y3P_4941","Arabic",3,0,"E OUKBA BNOU NAFII","25341U","arabic_chain2",TRUE,0.360938579097192
"Y3P_4944","Arabic",3,0,"E OUKBA BNOU NAFII","25341U","arabic_chain2",TRUE,-0.376249190492713
"Y3P_4949","Arabic",3,0,"EL FALAH","18168X","arabic_chain2",TRUE,-0.376249190492714
"Y3P_4955","Arabic",3,0,"EL FALAH","18168X","arabic_chain2",TRUE,-0.376249190492714
"Y3P_4957","Arabic",3,0,"MOHAMED ZERKTOUNI","18165U","arabic_chain2",TRUE,0.636591347617445
"Y3P_4963","Arabic",3,0,"ECOLE PRIMAIRE ERHAMNA","01621L","arabic_chain2",TRUE,0.360938579097192
"Y3P_4983","Arabic",3,1,"ECOLE SIDI ALI","08138V","arabic_chain2",TRUE,0.360938579097191
"Y3P_4991","Arabic",3,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","arabic_chain2",TRUE,0.678796549127854
"Y3P_5002","Arabic",3,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","arabic_chain2",TRUE,0.720101737842319
"Y3P_5004","Arabic",3,1,"ECOLE PRIMAIRE ENNOUR","26477D","arabic_chain2",TRUE,0.593429702456393
"Y3P_5021","Arabic",3,0,"CENTRALE EL AOUNATE","08101E","arabic_chain2",TRUE,-0.227844410941677
"Y3P_5022","Arabic",3,0,"CENTRALE EL AOUNATE","08101E","arabic_chain2",TRUE,0.0333594790261136
"Y3P_5046","Arabic",3,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,0.409913745255845
"Y3P_5050","Arabic",3,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,0.149799693066063
"Y3P_5055","Arabic",3,1,"ECOLE PRIMAIRE ENNOUR","26477D","arabic_chain2",TRUE,0.636591347617444
"Y3P_5074","Arabic",3,0,"ECOLE PRIMAIRE ELMARWA","27527V","arabic_chain2",TRUE,0.310548288627658
"Y3P_5087","Arabic",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,-0.628161597881283
"Y3P_5090","Arabic",3,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","arabic_chain2",TRUE,0.409913745255845
"Y3P_5093","Arabic",3,1,"ECOLE ABDELKRIM EL KHATIB","25823T","arabic_chain2",TRUE,0.31054828862766
"Y3P_5104","Arabic",3,0,"OULED SIDI ABDENNEBI","01738N","arabic_chain2",TRUE,-0.628161597881283
"Y3P_5113","Arabic",3,1,"IBN BATTOUTA","08086N","arabic_chain2",TRUE,-0.227844410941677
"Y3P_5122","Arabic",3,1,"ECOLE ABDELKRIM EL KHATIB","25823T","arabic_chain2",TRUE,0.636591347617442
"Y3P_5131","Arabic",3,0,"ABI BAKR ESSADDIK","01727B","arabic_chain2",TRUE,-0.539757792337164
"Y3P_5134","Arabic",3,0,"ECOLE PRIMAIRE ERHAMNA","01621L","arabic_chain2",TRUE,-0.0919832340434848
"Y3P_5139","Arabic",3,0,"E DRISS BENZAKRI","25969B","arabic_chain2",TRUE,0.0926046001137213
"Y3P_5143","Arabic",3,1,"ECOLE EL KARIA","08207V","arabic_chain2",TRUE,-0.300333092630767
"Y3P_5168","Arabic",3,1,"ECOLE MOUAD BEN JABAL","25822S","arabic_chain2",TRUE,0.31054828862766
"Y3P_5172","Arabic",3,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,-0.455930420804697
"Y3P_5205","Arabic",3,1,"ABDERRAHMANE HJIRA","24457H","arabic_chain2",TRUE,0.258639487400969
"Y3P_5206","Arabic",3,1,"IBN BATTOUTA","08086N","arabic_chain2",TRUE,0.033359479026113
"Y3P_5237","Arabic",3,1,"ECOLE EL KARIA","08207V","arabic_chain2",TRUE,-0.227844410941677
"Y3P_5256","Arabic",3,0,"ECOLE PRIMAIRE SOUALEM","14375Z","arabic_chain2",TRUE,-0.0919832340434855
"Y3P_5277","Arabic",3,1,"ENNAHDA","18163S","arabic_chain2",TRUE,0.36093857909719
"Y3P_5287","Arabic",3,1,"AL FARABI","27200P","arabic_chain2",TRUE,0.503987316660173
"Y3P_5319","Arabic",3,0,"ECOLE PRIMAIRE SOUALEM","14375Z","arabic_chain2",TRUE,-0.300333092630765
"Y3P_5369","Arabic",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,0.0333594790261133
"Y3P_5466","Arabic",3,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","arabic_chain2",TRUE,0.205098433524334
"Y3P_1304","Arabic",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","arabic_chain2",TRUE,-1.42463339474992
"Y3P_1448","Arabic",4,1,"ECOLE TIKNI","08099C","arabic_chain2",TRUE,-1.15817473435367
"Y3P_1528","Arabic",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","arabic_chain2",TRUE,0.149799693066062
"Y3P_1574","Arabic",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","arabic_chain2",TRUE,-1.28665979615856
"Y3P_1577","Arabic",4,0,"OUM EL BANINE","26368K","arabic_chain2",TRUE,-0.721627946537725
"Y3P_1578","Arabic",4,0,"OUM EL BANINE","26368K","arabic_chain2",TRUE,-0.628161597881283
"Y3P_1583","Arabic",4,0,"E HOMMANE EL FETOUAKI","26461L","arabic_chain2",TRUE,0.258639487400971
"Y3P_1584","Arabic",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","arabic_chain2",TRUE,-1.03824460912283
"Y3P_1586","Arabic",4,0,"E HOMMANE EL FETOUAKI","26461L","arabic_chain2",TRUE,0.457567983183322
"Y3P_1592","Arabic",4,0,"EL FALAH","18168X","arabic_chain2",TRUE,-0.820705653808082
"Y3P_1597","Arabic",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","arabic_chain2",TRUE,0.409913745255844
"Y3P_1651","Arabic",4,1,"ECOLE SIDI ALI","08138V","arabic_chain2",TRUE,0.0926046001137209
"Y3P_1670","Arabic",4,0,"E HOMMANE EL FETOUAKI","26461L","arabic_chain2",TRUE,0.31054828862766
"Y3P_1688","Arabic",4,1,"ECOLE IBRAHIM ROUDANI","23361S","arabic_chain2",TRUE,-0.376249190492717
"Y3P_1701","Arabic",4,1,"ABDERRAHMANE HJIRA","24457H","arabic_chain2",TRUE,0.310548288627658
"Y3P_1704","Arabic",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","arabic_chain2",TRUE,0.636591347617444
"Y3P_1750","Arabic",4,1,"ECOLE TIKNI","08099C","arabic_chain2",TRUE,0.549250483292409
"Y3P_1779","Arabic",4,0,"AHMED BOUKMAKH","26501E","arabic_chain2",TRUE,-0.300333092630768
"Y3P_1790","Arabic",4,0,"ABI BAKR ESSADDIK","01727B","arabic_chain2",TRUE,-0.455930420804699
"Y3P_1804","Arabic",4,1,"ECOLE EL KARIA","08207V","arabic_chain2",TRUE,0.310548288627659
"Y3P_1808","Arabic",4,1,"EL MAKKI ENNACIRI","27094Z","arabic_chain2",TRUE,-0.926013127182204
"Y3P_1826","Arabic",4,0,"ABI BAKR ESSADDIK","01727B","arabic_chain2",TRUE,0.409913745255844
"Y3P_1848","Arabic",4,1,"ECOLE IBRAHIM ROUDANI","23361S","arabic_chain2",TRUE,-0.300333092630767
"Y3P_185","Arabic",4,1,"ABDERRAHMANE HJIRA","24457H","arabic_chain2",TRUE,-0.300333092630767
"Y3P_1853","Arabic",4,0,"E DRISS BENZAKRI","25969B","arabic_chain2",TRUE,-0.628161597881283
"Y3P_1874","Arabic",4,0,"E DRISS BENZAKRI","25969B","arabic_chain2",TRUE,-1.15817473435367
"Y3P_1887","Arabic",4,1,"AL FARABI","27200P","arabic_chain2",TRUE,-0.539757792337165
"Y3P_1898","Arabic",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","arabic_chain2",TRUE,-0.300333092630767
"Y3P_1899","Arabic",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","arabic_chain2",TRUE,0.0926046001137208
"Y3P_1903","Arabic",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","arabic_chain2",TRUE,-1.28665979615856
"Y3P_1906","Arabic",4,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,-0.721627946537725
"Y3P_1951","Arabic",4,0,"CENTRALE EL AOUNATE","08101E","arabic_chain2",TRUE,-0.0919832340434855
"Y3P_1969","Arabic",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","arabic_chain2",TRUE,-1.28665979615856
"Y3P_2032","Arabic",4,1,"ENNAHDA","18163S","arabic_chain2",TRUE,-0.721627946537725
"Y3P_2168","Arabic",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","arabic_chain2",TRUE,-0.4559304208047
"Y3P_2204","Arabic",4,0,"EL FALAH","18168X","arabic_chain2",TRUE,-1.15817473435367
"Y3P_2274","Arabic",4,0,"ABI BAKR ESSADDIK","01727B","arabic_chain2",TRUE,-0.721627946537725
"Y3P_2290","Arabic",4,1,"ECOLE TIKNI","08099C","arabic_chain2",TRUE,-0.227844410941676
"Y3P_2426","Arabic",4,1,"AL FARABI","27200P","arabic_chain2",TRUE,-0.455930420804699
"Y3P_2509","Arabic",4,1,"ECOLE IBRAHIM ROUDANI","23361S","arabic_chain2",TRUE,0.503987316660174
"Y3P_2512","Arabic",4,0,"OUM EL BANINE","26368K","arabic_chain2",TRUE,-0.628161597881283
"Y3P_2513","Arabic",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","arabic_chain2",TRUE,0.149799693066064
"Y3P_2517","Arabic",4,0,"EL FALAH","18168X","arabic_chain2",TRUE,0.409913745255844
"Y3P_2560","Arabic",4,1,"IBN BATTOUTA","08086N","arabic_chain2",TRUE,0.258639487400968
"Y3P_2572","Arabic",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","arabic_chain2",TRUE,-1.15817473435367
"Y3P_2646","Arabic",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","arabic_chain2",TRUE,-0.158483342202072
"Y3P_2657","Arabic",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","arabic_chain2",TRUE,-0.0281064084142285
"Y3P_2689","Arabic",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","arabic_chain2",TRUE,-0.926013127182204
"Y3P_2705","Arabic",4,1,"ECOLE MOUAD BEN JABAL","25822S","arabic_chain2",TRUE,0.31054828862766
"Y3P_2734","Arabic",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","arabic_chain2",TRUE,-0.926013127182204
"Y3P_2741","Arabic",4,1,"IBNOU MISSKAWAIHE","27772L","arabic_chain2",TRUE,0.720101737842322
"Y3P_2758","Arabic",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","arabic_chain2",TRUE,-0.820705653808082
"Y3P_2760","Arabic",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","arabic_chain2",TRUE,-0.376249190492718
"Y3P_2774","Arabic",4,1,"ECOLE IBN TOUFAIL","27147G","arabic_chain2",TRUE,-1.28665979615856
"Y3P_2781","Arabic",4,1,"ECOLE IBN TOUFAIL","27147G","arabic_chain2",TRUE,-0.158483342202072
"Y3P_2792","Arabic",4,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,-0.376249190492716
"Y3P_2801","Arabic",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","arabic_chain2",TRUE,0.409913745255845
"Y3P_2813","Arabic",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","arabic_chain2",TRUE,-0.0281064084142286
"Y3P_2817","Arabic",4,1,"EL MAKKI ENNACIRI","27094Z","arabic_chain2",TRUE,-1.15817473435367
"Y3P_2827","Arabic",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","arabic_chain2",TRUE,-0.926013127182204
"Y3P_2830","Arabic",4,0,"ABI BAKR ESSADDIK","01727B","arabic_chain2",TRUE,-1.03824460912283
"Y3P_2836","Arabic",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","arabic_chain2",TRUE,0.503987316660174
"Y3P_2837","Arabic",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","arabic_chain2",TRUE,-0.539757792337165
"Y3P_2840","Arabic",4,1,"ECOLE SIDI ALI","08138V","arabic_chain2",TRUE,0.59342970245639
"Y3P_2860","Arabic",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","arabic_chain2",TRUE,0.636591347617444
"Y3P_289","Arabic",4,1,"ECOLE SIDI ALI","08138V","arabic_chain2",TRUE,-0.300333092630767
"Y3P_2894","Arabic",4,0,"E OUKBA BNOU NAFII","25341U","arabic_chain2",TRUE,-0.455930420804699
"Y3P_2895","Arabic",4,0,"E OUKBA BNOU NAFII","25341U","arabic_chain2",TRUE,-0.158483342202072
"Y3P_2896","Arabic",4,1,"ECOLE IBN TOUFAIL","27147G","arabic_chain2",TRUE,-0.926013127182203
"Y3P_2898","Arabic",4,0,"MOHAMED ZERKTOUNI","18165U","arabic_chain2",TRUE,-0.227844410941677
"Y3P_2904","Arabic",4,0,"E 11 JANVIER","26108C","arabic_chain2",TRUE,0.360938579097191
"Y3P_2925","Arabic",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","arabic_chain2",TRUE,0.149799693066064
"Y3P_2927","Arabic",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","arabic_chain2",TRUE,-0.0919832340434856
"Y3P_2982","Arabic",4,1,"ECOLE EL KARIA","08207V","arabic_chain2",TRUE,-0.628161597881284
"Y3P_2987","Arabic",4,0,"AHMED BOUKMAKH","26501E","arabic_chain2",TRUE,-0.539757792337164
"Y3P_2992","Arabic",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","arabic_chain2",TRUE,-0.539757792337164
"Y3P_2996","Arabic",4,1,"IBNOU MISSKAWAIHE","27772L","arabic_chain2",TRUE,-1.03824460912283
"Y3P_3020","Arabic",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","arabic_chain2",TRUE,0.549250483292409
"Y3P_3033","Arabic",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","arabic_chain2",TRUE,-0.820705653808082
"Y3P_3037","Arabic",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","arabic_chain2",TRUE,0.092604600113721
"Y3P_3039","Arabic",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","arabic_chain2",TRUE,-0.0281064084142287
"Y3P_3055","Arabic",4,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,-0.376249190492716
"Y3P_3071","Arabic",4,1,"ECOLE MOUAD BEN JABAL","25822S","arabic_chain2",TRUE,-0.628161597881283
"Y3P_3109","Arabic",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","arabic_chain2",TRUE,0.593429702456394
"Y3P_3153","Arabic",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","arabic_chain2",TRUE,0.310548288627658
"Y3P_3155","Arabic",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","arabic_chain2",TRUE,-0.455930420804698
"Y3P_3166","Arabic",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","arabic_chain2",TRUE,0.360938579097189
"Y3P_3174","Arabic",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","arabic_chain2",TRUE,-1.15817473435367
"Y3P_3180","Arabic",4,1,"ENNAHDA","18163S","arabic_chain2",TRUE,-0.539757792337164
"Y3P_3194","Arabic",4,1,"ABDERRAHMANE HJIRA","24457H","arabic_chain2",TRUE,0.0333594790261147
"Y3P_3203","Arabic",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","arabic_chain2",TRUE,-0.628161597881284
"Y3P_3220","Arabic",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","arabic_chain2",TRUE,0.54925048329241
"Y3P_3284","Arabic",4,1,"ENNAHDA","18163S","arabic_chain2",TRUE,-0.455930420804699
"Y3P_3290","Arabic",4,1,"AL FARABI","27200P","arabic_chain2",TRUE,-0.0281064084142285
"Y3P_3297","Arabic",4,1,"IBN BATTOUTA","08086N","arabic_chain2",TRUE,-0.721627946537725
"Y3P_3317","Arabic",4,1,"IBN BATTOUTA","08086N","arabic_chain2",TRUE,0.59342970245639
"Y3P_3319","Arabic",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","arabic_chain2",TRUE,-0.158483342202073
"Y3P_3323","Arabic",4,1,"ENNAHDA","18163S","arabic_chain2",TRUE,-1.28665979615856
"Y3P_3334","Arabic",4,0,"E HOMMANE EL FETOUAKI","26461L","arabic_chain2",TRUE,0.457567983183321
"Y3P_3346","Arabic",4,0,"OULED SIDI ABDENNEBI","01738N","arabic_chain2",TRUE,-0.4559304208047
"Y3P_3351","Arabic",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","arabic_chain2",TRUE,0.149799693066063
"Y3P_3352","Arabic",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","arabic_chain2",TRUE,0.409913745255845
"Y3P_3357","Arabic",4,1,"IBN BATTOUTA","08086N","arabic_chain2",TRUE,0.0333594790261139
"Y3P_3361","Arabic",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","arabic_chain2",TRUE,0.360938579097193
"Y3P_3376","Arabic",4,1,"ENNAHDA","18163S","arabic_chain2",TRUE,-0.721627946537725
"Y3P_3380","Arabic",4,0,"E HOMMANE EL FETOUAKI","26461L","arabic_chain2",TRUE,-0.0281064084142289
"Y3P_3383","Arabic",4,0,"OULED SIDI ABDENNEBI","01738N","arabic_chain2",TRUE,0.149799693066062
"Y3P_3385","Arabic",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","arabic_chain2",TRUE,0.549250483292408
"Y3P_3395","Arabic",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","arabic_chain2",TRUE,-1.03824460912283
"Y3P_3405","Arabic",4,0,"OULED SIDI ABDENNEBI","01738N","arabic_chain2",TRUE,-0.0281064084142278
"Y3P_3425","Arabic",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","arabic_chain2",TRUE,0.503987316660172
"Y3P_3430","Arabic",4,0,"OULED SIDI ABDENNEBI","01738N","arabic_chain2",TRUE,-0.0919832340434858
"Y3P_3437","Arabic",4,0,"ABI BAKR ESSADDIK","01727B","arabic_chain2",TRUE,-1.15817473435367
"Y3P_3464","Arabic",4,0,"CENTRALE EL AOUNATE","08101E","arabic_chain2",TRUE,0.31054828862766
"Y3P_3471","Arabic",4,0,"CENTRALE EL AOUNATE","08101E","arabic_chain2",TRUE,-0.539757792337164
"Y3P_3483","Arabic",4,1,"ECOLE IBN TOUFAIL","27147G","arabic_chain2",TRUE,-1.15817473435367
"Y3P_3501","Arabic",4,1,"ABDERRAHMANE HJIRA","24457H","arabic_chain2",TRUE,-0.539757792337165
"Y3P_3503","Arabic",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,0.205098433524334
"Y3P_3510","Arabic",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,0.310548288627659
"Y3P_3514","Arabic",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,-0.376249190492718
"Y3P_3517","Arabic",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,-0.628161597881283
"Y3P_3520","Arabic",4,0,"AHMED BOUKMAKH","26501E","arabic_chain2",TRUE,0.503987316660174
"Y3P_3536","Arabic",4,1,"ECOLE IBRAHIM ROUDANI","23361S","arabic_chain2",TRUE,0.720101737842322
"Y3P_3537","Arabic",4,1,"EL MAKKI ENNACIRI","27094Z","arabic_chain2",TRUE,0.0333594790261141
"Y3P_3544","Arabic",4,1,"ECOLE IBRAHIM ROUDANI","23361S","arabic_chain2",TRUE,0.409913745255845
"Y3P_3551","Arabic",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","arabic_chain2",TRUE,-0.539757792337164
"Y3P_3555","Arabic",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","arabic_chain2",TRUE,-0.926013127182204
"Y3P_3559","Arabic",4,0,"E OUKBA BNOU NAFII","25341U","arabic_chain2",TRUE,-0.158483342202072
"Y3P_3562","Arabic",4,0,"E OUKBA BNOU NAFII","25341U","arabic_chain2",TRUE,0.0926046001137201
"Y3P_3580","Arabic",4,1,"IBNOU MISSKAWAIHE","27772L","arabic_chain2",TRUE,0.503987316660174
"Y3P_3583","Arabic",4,0,"E OUKBA BNOU NAFII","25341U","arabic_chain2",TRUE,-0.628161597881283
"Y3P_3585","Arabic",4,0,"MOHAMED ZERKTOUNI","18165U","arabic_chain2",TRUE,-1.15817473435367
"Y3P_3587","Arabic",4,0,"MOHAMED ZERKTOUNI","18165U","arabic_chain2",TRUE,0.205098433524334
"Y3P_3600","Arabic",4,0,"AHMED BOUKMAKH","26501E","arabic_chain2",TRUE,0.0926046001137207
"Y3P_3604","Arabic",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","arabic_chain2",TRUE,-0.455930420804698
"Y3P_3610","Arabic",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","arabic_chain2",TRUE,-0.0919832340434841
"Y3P_3624","Arabic",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","arabic_chain2",TRUE,-0.376249190492716
"Y3P_3642","Arabic",4,0,"E 11 JANVIER","26108C","arabic_chain2",TRUE,-0.0281064084142292
"Y3P_3643","Arabic",4,0,"E 11 JANVIER","26108C","arabic_chain2",TRUE,-1.28665979615856
"Y3P_3645","Arabic",4,0,"E 11 JANVIER","26108C","arabic_chain2",TRUE,-1.15817473435367
"Y3P_3652","Arabic",4,0,"E 11 JANVIER","26108C","arabic_chain2",TRUE,-0.721627946537724
"Y3P_3657","Arabic",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","arabic_chain2",TRUE,0.31054828862766
"Y3P_3669","Arabic",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","arabic_chain2",TRUE,-0.628161597881283
"Y3P_3678","Arabic",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","arabic_chain2",TRUE,0.205098433524333
"Y3P_3679","Arabic",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","arabic_chain2",TRUE,-0.300333092630766
"Y3P_3681","Arabic",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","arabic_chain2",TRUE,0.409913745255846
"Y3P_3689","Arabic",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","arabic_chain2",TRUE,0.678796549127855
"Y3P_3692","Arabic",4,1,"ECOLE MOUAD BEN JABAL","25822S","arabic_chain2",TRUE,0.636591347617443
"Y3P_3693","Arabic",4,1,"ECOLE MOUAD BEN JABAL","25822S","arabic_chain2",TRUE,0.310548288627659
"Y3P_3697","Arabic",4,1,"ECOLE MOUAD BEN JABAL","25822S","arabic_chain2",TRUE,0.0333594790261142
"Y3P_3710","Arabic",4,1,"ECOLE EL KARIA","08207V","arabic_chain2",TRUE,-0.455930420804701
"Y3P_3715","Arabic",4,1,"ECOLE TIKNI","08099C","arabic_chain2",TRUE,0.360938579097191
"Y3P_3726","Arabic",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","arabic_chain2",TRUE,0.149799693066062
"Y3P_3748","Arabic",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","arabic_chain2",TRUE,0.360938579097192
"Y3P_3753","Arabic",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","arabic_chain2",TRUE,-0.158483342202072
"Y3P_3759","Arabic",4,1,"EL MAKKI ENNACIRI","27094Z","arabic_chain2",TRUE,-0.926013127182204
"Y3P_3762","Arabic",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","arabic_chain2",TRUE,-1.42463339474992
"Y3P_3769","Arabic",4,1,"ECOLE EL KARIA","08207V","arabic_chain2",TRUE,0.360938579097191
"Y3P_3777","Arabic",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","arabic_chain2",TRUE,0.149799693066062
"Y3P_3806","Arabic",4,1,"ECOLE SIDI ALI","08138V","arabic_chain2",TRUE,0.678796549127855
"Y3P_3808","Arabic",4,0,"AHMED BOUKMAKH","26501E","arabic_chain2",TRUE,-1.42463339474992
"Y3P_3817","Arabic",4,0,"E DRISS BENZAKRI","25969B","arabic_chain2",TRUE,-0.376249190492717
"Y3P_3827","Arabic",4,1,"ECOLE TIKNI","08099C","arabic_chain2",TRUE,0.409913745255846
"Y3P_3831","Arabic",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","arabic_chain2",TRUE,0.258639487400969
"Y3P_3842","Arabic",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","arabic_chain2",TRUE,-1.15817473435367
"Y3P_3862","Arabic",4,0,"OUM EL BANINE","26368K","arabic_chain2",TRUE,0.258639487400971
"Y3P_3865","Arabic",4,0,"EL FALAH","18168X","arabic_chain2",TRUE,-0.227844410941677
"Y3P_3876","Arabic",4,1,"AL FARABI","27200P","arabic_chain2",TRUE,-0.376249190492717
"Y3P_3881","Arabic",4,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,-0.820705653808082
"Y3P_3883","Arabic",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","arabic_chain2",TRUE,0.360938579097192
"Y3P_3915","Arabic",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","arabic_chain2",TRUE,-0.300333092630767
"Y3P_3934","Arabic",4,0,"OUM EL BANINE","26368K","arabic_chain2",TRUE,-0.721627946537725
"Y3P_3936","Arabic",4,1,"IBN BATTOUTA","08086N","arabic_chain2",TRUE,-0.539757792337165
"Y3P_3938","Arabic",4,0,"E ERRAHMA","20901T","arabic_chain2",TRUE,-0.0919832340434858
"Y3P_3943","Arabic",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","arabic_chain2",TRUE,0.54925048329241
"Y3P_3960","Arabic",4,0,"E DRISS BENZAKRI","25969B","arabic_chain2",TRUE,-0.926013127182205
"Y3P_3967","Arabic",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","arabic_chain2",TRUE,0.720101737842322
"Y3P_3972","Arabic",4,1,"ABDERRAHMANE HJIRA","24457H","arabic_chain2",TRUE,-0.0919832340434858
"Y3P_3981","Arabic",4,0,"CENTRALE EL AOUNATE","08101E","arabic_chain2",TRUE,-1.42463339474992
"Y3P_4002","Arabic",4,0,"OULED SIDI ABDENNEBI","01738N","arabic_chain2",TRUE,-0.300333092630767
"Y3P_4041","Arabic",4,0,"CENTRALE EL AOUNATE","08101E","arabic_chain2",TRUE,-1.03824460912283
